,nama_user,rating,waktu,ulasan,preprocessing,stemming_ulasan
615,Yudha Panca Pranata,1,2022-05-22 14:11:33,"Pelayanan ICONNET nya buruk refund saya sudah 2 bulan lebih belum juga di kirim , sampai saya nanya ke Ig sudah dibuat laporan , sampai saya nanya beberapa kali prosesnya bagaimana , eh alasannya belum mengirim data formulir buruk banget pelayanan ICONNET nya , ngapain sih dimana-mana mah belum terpasang ya jangan bayar dulu ini mau daftar aja bayar dlu baru di cek lokasi , lah sampai lokasi teknisi nya bilang jaringan nya full disuruh refund sampai sekarang belum sama sekali. Haloo gmn ni PLN?","['pelayanan', 'iconnet', 'nya', 'buruk', 'pengembalian', 'dana', 'kirim', 'instagram', 'laporan', 'kali', 'prosesnya', 'eh', 'alasannya', 'mengirim', 'data', 'formulir', 'buruk', 'banget', 'pelayanan', 'iconnet', 'nya', 'mengapai', 'sih', 'dimana', 'mah', 'terpasang', 'iya', 'bayar', 'daftar', 'bayar', 'cek', 'lokasi', 'lokasi', 'teknisi', 'nya', 'bilang', 'jaringan', 'nya', 'full', 'disuruh', 'pengembalian', 'dana', 'haloo', 'pln']",layan iconnet nya buruk kembali dana kirim instagram lapor kali proses eh alas kirim data formulir buruk banget layan iconnet nya kapai sih mana mah pasang iya bayar daftar bayar cek lokasi lokasi teknisi nya bilang jaring nya full suruh kembali dana haloo pln
616,Winda S,1,2022-05-22 14:06:28,"Ga guna, mau lewat telfon, email ataupun aplikasi semua sama, ditelfon buat pengaduan hanya 2 menit durasinya, diemail, ga dibales2, lewat aplikasi tidak bisa. Tiba2 ngelag sampe batas waktu yg ditentukan, pas waktunya abis tiba2 bisa. Lah ini niat apa ga sih?? Bingung saya","['telfon', 'email', 'aplikasi', 'ditelfon', 'pengaduan', 'menit', 'durasinya', 'diemail', 'dibales', 'aplikasi', 'ngelag', 'batas', 'ditentukan', 'habis', 'niat', 'sih', 'bingung']",telfon email aplikasi ditelfon adu menit durasi email dibales aplikasi ngelag batas tentu habis niat sih bingung
617,agatha ardhani,4,2022-05-22 13:17:45,"Setiap laporan ""Tetangga tidak turut padam"" selalu ada tulisan Data belum ada... padahal saya sudah bolak balik laporan... tetap aja ngga bisa... akhirnya telpon 123 juga diarahkan untuk lebih nyaman nya pake aplikasi ini.","['laporan', 'tetangga', 'padam', 'tulisan', 'data', 'bolak', 'laporan', 'telepon', 'diarahkan', 'nyaman', 'nya', 'pakai', 'aplikasi']",lapor tetangga padam tulis data bolak lapor telepon arah nyaman nya pakai aplikasi
618,Akbar Khalif,5,2022-05-22 12:43:57,"Saya percaya dengan layanan PLN123, karena pernah berkunjung ke operasional pengaduan layanan PLN123. Melalui telepon 123 sudah, kini mengadu lewat Google Play juga tetap dilayani. Coba menggunakan Marketplace PLN untuk ikut promo tambah daya. Namun marketplacenya perlu banyak perbaikan, terutama disisi akses menampilkan produk yg masih sangat lambat. Semoga semakin banyak UMKM yang ikut berpartisipasi dalam menjual produk di Marketplace PLN. Dan PLN tetap fokus memberikan layanan utamanya.","['percaya', 'layanan', 'pln', 'berkunjung', 'operasional', 'pengaduan', 'layanan', 'pln', 'telepon', 'mengadu', 'google', 'play', 'dilayani', 'coba', 'marketplace', 'pln', 'promo', 'daya', 'marketplacenya', 'perbaikan', 'disisi', 'akses', 'menampilkan', 'produk', 'lambat', 'semoga', 'umkm', 'berpartisipasi', 'menjual', 'produk', 'marketplace', 'pln', 'pln', 'fokus', 'layanan', 'utamanya']",percaya layan pln kunjung operasional adu layan pln telepon adu google play layan coba marketplace pln promo daya marketplacenya baik sisi akses tampil produk lambat moga umkm partisipasi jual produk marketplace pln pln fokus layan utama
619,Jonas R,4,2022-05-22 11:54:51,Sukses setelah install ulang. Setiap problem solusinya cuma: install ulang. Update: versi terbaru lebih stabil. Fungsi history nya mantab 👍,"['sukses', 'install', 'ulang', 'solusinya', 'install', 'ulang', 'update', 'versi', 'terbaru', 'stabil', 'fungsi', 'history', 'nya', 'mantap']",sukses install ulang solusi install ulang update versi baru stabil fungsi history nya mantap
620,Aty Sidik,2,2022-05-22 10:17:09,"Padahal Sudah lewat waktu, belum terverifikasi. Mau chat dgn customer service, gak bisa, keterangan service error, kolom chat tidak muncul, tapi jawaban dari CS muncul di layar, Tolong di tanggapi. Sudah coba berkali-kali masih gak bisa...","['terverifikasi', 'chat', 'customer', 'service', 'keterangan', 'service', 'error', 'kolom', 'chat', 'muncul', 'cs', 'muncul', 'layar', 'tolong', 'tanggapi', 'coba', 'berkali', 'kali']",verifikasi chat customer service terang service error kolom chat muncul cs muncul layar tolong tanggap coba kali kali
621,intan wirani,5,2022-05-21 23:26:17,"Tengah malam lampu padam-tetangga tidak padam, setelah melewati aplikasi ini dan klik pengaduan, respon cepat, langsung dapat telfon dan pekerja segera kelokasi, terimakasih","['malam', 'lampu', 'padam', 'tetangga', 'padam', 'melewati', 'aplikasi', 'klik', 'pengaduan', 'respon', 'cepat', 'langsung', 'telepon', 'pekerja', 'kelokasi', 'terima', 'kasih']",malam lampu padam tetangga padam lewat aplikasi klik adu respon cepat langsung telepon kerja lokasi terima kasih
622,Fitriani Wiwin,1,2022-05-21 23:07:56,"Sy melakukan pengaduan terkait ""token tidak bisa diisi"" dan ada tulisan ""Periksa"" pada kWh, tp blm sempat komplain malah tiba"" logout sendiri dr aplikasi. Ini terjadi saat pengambilan foto meterannya. Mohon solusinya, Krn sisa token sy sdh mau habis","['pengaduan', 'terkait', 'token', 'diisi', 'tulisan', 'periksa', 'kwh', 'komplain', 'logout', 'aplikasi', 'pengambilan', 'foto', 'meterannya', 'mohon', 'solusinya', 'sisa', 'token', 'habis']",adu kait token isi tulis periksa kwh komplain logout aplikasi ambil foto meter mohon solusi sisa token habis
623,drajad pancoro,4,2022-05-21 13:35:27,Aplikasi itu jangan update terus.. jika blm sempat update itu usahakan aplikasi yang lama masih bisa digunakan.. jgn terus malah diblokir.. PLN itu jualan listrik apa jualan update aplikasi. terpaksa bintang saya TURUN kan lagi. sebab juga krn mau lapor kerusakan yg ditimbulkan oleh sambungan di tiang atas rumah ngepong atau ada karat. jadi listrik mati ².. Tidak bisa alasan harus update aplikasi,"['aplikasi', 'perbarui', 'perbarui', 'usahakan', 'aplikasi', 'diblokir', 'pln', 'jualan', 'listrik', 'jualan', 'perbarui', 'aplikasi', 'terpaksa', 'bintang', 'turun', 'lapor', 'kerusakan', 'ditimbulkan', 'sambungan', 'tiang', 'rumah', 'ngepong', 'karat', 'listrik', 'mati', 'alasan', 'perbarui', 'aplikasi']",aplikasi baru baru usaha aplikasi blokir pln jual listrik jual baru aplikasi paksa bintang turun lapor rusa timbul sambung tiang rumah ngepong karat listrik mati alas baru aplikasi
624,Cucu Susanti,5,2022-05-21 11:05:15,"Sangat sangat membantu, terimakasih PLN Mobile dan petugasnya🙏saya sudah 3x pengajuan keluhan krn muncul tulisan PERIKSA terus dan alhamdulilah responnya selalu cepat hanya itungan menit. Pokoknya the best","['membantu', 'terima', 'kasih', 'pln', 'mobile', 'petugasnya', 'x', 'pengajuan', 'keluhan', 'muncul', 'tulisan', 'periksa', 'alhamdulilah', 'responnya', 'cepat', 'hitungan', 'menit', 'pokoknya', 'the', 'best']",bantu terima kasih pln mobile tugas x aju keluh muncul tulis periksa alhamdulilah responnya cepat hitung menit pokok the best
625,Fajar Ics,5,2022-05-21 10:20:07,Aplikasi keseluruhan sudah bagus... Tp tolong untuk layanan HALO PLN di 123... di bikin free... Supaya untuk mempermudah pelayanan.. jika ada jaringan listrik yang terkendala/padam...,"['aplikasi', 'bagus', 'tolong', 'layanan', 'halo', 'pln', 'free', 'mempermudah', 'pelayanan', 'jaringan', 'listrik', 'terkendala', 'padam']",aplikasi bagus tolong layan halo pln free mudah layan jaring listrik kendala padam
626,jumri jmr,5,2022-05-21 08:50:47,"Metode Pembayaran kurang flexible, pake e-wallet tidak bisa dipake jika transaksi diatas 10jt. Pilhan VA cm satu Bank, mohon diperbanyak lagi opsi pembayarannya. Terima kasih","['metode', 'pembayaran', 'flexible', 'pakai', 'e', 'wallet', 'dipakai', 'transaksi', 'diatas', 'jt', 'pilhan', 'va', 'bank', 'mohon', 'diperbanyak', 'pilihan', 'pembayarannya', 'terima', 'kasih']",metode bayar flexible pakai e wallet pakai transaksi atas jt pilhan va bank mohon banyak pilih bayar terima kasih
627,Rien April,1,2022-05-21 05:57:47,"Apa gak jelas, iklan di mini market pemasangan WiFi,gue pesan dari bulan puasa sampai sekarang belum ada juga pemberitahuan atau pemasangan, padahal gue baru kali ini mau pasang WiFi,eh ini gak ada pemberitahuan pun,gak ada sopan2 nya hilang gitu aja,mana data gue udah di kirim,bener2 pembohongan publik lu,gak usah buat iklan lagi di FB lu, kalau ujungnya2 gak di respon sama kalian,kesel gue udah kirim data eh gak ada pemberitahuan apa2 lagi","['iklan', 'mini', 'market', 'pemasangan', 'wifi', 'gue', 'pesan', 'puasa', 'pemberitahuan', 'pemasangan', 'kali', 'pasang', 'wifi', 'eh', 'pemberitahuan', 'gak', 'sopan', 'nya', 'hilang', 'aja', 'data', 'kirim', 'bener', 'pembohongan', 'publik', 'lu', 'gak', 'iklan', 'facebook', 'lu', 'ujungnya', 'respon', 'kesel', 'kirim', 'data', 'eh', 'pemberitahuan']",iklan mini market pasang wifi gue pesan puasa pemberitahuan pasang kali pasang wifi eh pemberitahuan gak sopan nya hilang aja data kirim bener bohong publik lu gak iklan facebook lu ujung respon kesel kirim data eh pemberitahuan
628,Siti Fatimah,5,2022-05-20 22:10:43,"lebih memudahkan anda pastinya,segera download....apalagi kalo ada pengaduan pasti cepat diatasi karena via ONLiNE ini bisa terbaca seluruh PLN se Indonesia. Dengan PLN Mobile pelayanan lebih berkualitas dan terjaga kecepatannya. terima kasih","['memudahkan', 'pastinya', 'download', 'pengaduan', 'cepat', 'diatasi', 'via', 'online', 'terbaca', 'pln', 'indonesia', 'pln', 'mobile', 'pelayanan', 'berkualitas', 'terjaga', 'kecepatannya', 'terima', 'kasih']",mudah pasti download adu cepat atas via online baca pln indonesia pln mobile layan kualitas jaga cepat terima kasih
629,Siti Miskiyah,1,2022-05-20 17:07:04,"saya mengajukan kekantor pln kab. pacitan perubahan tarif dari rumah ke sosial, nomor permohonan dari kantor tidak ada,, untuk saya cek di pln mobile,, sudah 2 bulan lebih,,, mau saya cek di pln mobile tidak ada nomor permohonan,, lapangan tidak sesuai aplikasi,,,,","['mengajukan', 'kekantor', 'pln', 'kab', 'pacitan', 'perubahan', 'tarif', 'rumah', 'sosial', 'nomor', 'permohonan', 'kantor', 'cek', 'pln', 'mobile', 'cek', 'pln', 'mobile', 'nomor', 'permohonan', 'lapangan', 'sesuai', 'aplikasi']",aju kantor pln kab pacitan ubah tarif rumah sosial nomor mohon kantor cek pln mobile cek pln mobile nomor mohon lapang sesuai aplikasi
630,Lilis Ratih,4,2022-05-20 16:44:31,"Bintang 4 dulu ya. Baru pake apk 2 hari ini. Sy pengguna pascabayar. Sy udh coba byr tagihan disini, tp kok gak ada cashback atau diskon seperti yg dijanjikan tuh. Rincian tagihan udh ada, jd biar tau muncul tagihan segitu tuh darimananya","['bintang', 'ya', 'pakai', 'aplikasi', 'pengguna', 'pascabayar', 'coba', 'bayar', 'tagihan', 'cashback', 'diskon', 'dijanjikan', 'tuh', 'rincian', 'tagihan', 'biar', 'muncul', 'tagihan', 'segitu', 'darimananya']",bintang ya pakai aplikasi guna pascabayar coba bayar tagih cashback diskon janji tuh rincian tagih biar muncul tagih segitu darimananya
631,Mufid Hakim,5,2022-05-20 09:12:57,"Sampai saat ini kami menggunakan aplikasi nya sudah baik dan respon cepat semua, namun petugas di lapangan tau sendiri. Mudah2an kejadian PHO seperti kemaren kepada pelanggan tidak terjadi kembali. Terimakasih","['aplikasi', 'nya', 'respon', 'cepat', 'petugas', 'lapangan', 'mudah', 'mudahan', 'kejadian', 'pho', 'kemarin', 'pelanggan', 'terima', 'kasih']",aplikasi nya respon cepat tugas lapang mudah mudah jadi pho kemarin langgan terima kasih
632,Nor Fauzi,3,2022-05-20 08:20:58,"opsi untuk pembayaran jika mau migrasi daya agak rumit bagi kami yg ga punya rek. bank, mungkin bisa d tambah seperti ke mini market ato shopee pay yg banyak org gunakan, sehingga memudahkan untuk melakukan pembayaran","['pilihan', 'pembayaran', 'migrasi', 'daya', 'rumit', 'rek', 'bank', 'mini', 'market', 'shopee', 'pay', 'orang', 'memudahkan', 'pembayaran']",pilih bayar migrasi daya rumit rek bank mini market shopee pay orang mudah bayar
633,Fandy Ahmad,1,2022-05-20 06:54:22,"Mau tambah daya disuruh upgrade akun dulu.. 2x ditolak upgrade akun.. Yg ke 3x nya makin gak jelas aplikasi ini, katanya upgrade aku butuh 1x24jam TAPI aku upgrade mulai tgl 17 mei sampai 20 mei gak ada respon sama sekali.. Aplikasi paling menyebalkan.","['daya', 'disuruh', 'meningkatkan', 'akun', 'x', 'ditolak', 'meningkatkan', 'akun', 'x', 'nya', 'aplikasi', 'meningkatkan', 'butuh', 'xjam', 'meningkatkan', 'tanggal', 'mei', 'mei', 'respon', 'aplikasi', 'menyebalkan']",daya suruh tingkat akun x tolak tingkat akun x nya aplikasi tingkat butuh xjam tingkat tanggal mei mei respon aplikasi sebal
634,Yuli Ana,5,2022-05-19 20:16:01,"Aplikasinya udah bagus, ada keluhan langsung di hubungi cs nya juga, mudah mudahan kedepan teknisinya lebih cepat lagi datang ke lapangan ya","['aplikasinya', 'bagus', 'keluhan', 'langsung', 'hubungi', 'cs', 'nya', 'mudah', 'mudahan', 'kedepan', 'teknisinya', 'cepat', 'lapangan', 'iya']",aplikasi bagus keluh langsung hubung cs nya mudah mudah depan teknisi cepat lapang iya
635,HALIM Mr,5,2022-05-19 19:50:18,"Aplikasi tentunya akan lebih bermanfaat bilamana setiap unit ada posko pln mobile, dimana berguna untuk membantu masyarakat 👥👥👥 menggunakan aplikasi ini,,, karena tidak semua orang dan masyarakat bisa menggunakannya... Karena aplikasi ini bagus dan bermanfaat untuk kinerja pln terhadap pelayanan dan lainnya, tapi saya melihat tidak semua orang bisa menggunakannya , jadi ada posko pln mobile di setiap unit dan daerah yang di kelola badan usaha atau masyarakat dengan pihak pln.","['aplikasi', 'bermanfaat', 'bilamana', 'unit', 'posko', 'pln', 'mobile', 'dimana', 'berguna', 'membantu', 'masyarakat', 'aplikasi', 'orang', 'masyarakat', 'menggunakannya', 'aplikasi', 'bagus', 'bermanfaat', 'kinerja', 'pln', 'pelayanan', 'orang', 'menggunakannya', 'posko', 'pln', 'mobile', 'unit', 'daerah', 'kelola', 'badan', 'usaha', 'masyarakat', 'pln']",aplikasi manfaat bilamana unit posko pln mobile mana guna bantu masyarakat aplikasi orang masyarakat guna aplikasi bagus manfaat kerja pln layan orang guna posko pln mobile unit daerah kelola badan usaha masyarakat pln
636,Aditya Priantoro,5,2022-05-19 18:30:30,Bagus aplikasinya langsung cepet respon beda kalo nelpon ke cabang nya pasti lama angkat nya semenjak saya nelpon pusat nya langsung dan di beritahu lewat PLN mobile bisa buat pengaduan juga. Trimaksih PLN atas responnya,"['bagus', 'aplikasinya', 'langsung', 'cepat', 'respon', 'beda', 'telepon', 'cabang', 'nya', 'angkat', 'nya', 'semenjak', 'telepon', 'pusat', 'nya', 'langsung', 'beritahu', 'pln', 'mobile', 'pengaduan', 'terima', 'kasih', 'pln', 'responnya']",bagus aplikasi langsung cepat respon beda telepon cabang nya angkat nya semenjak telepon pusat nya langsung beritahu pln mobile adu terima kasih pln responnya
637,Nita Astuti,3,2022-05-19 17:58:53,"Selama ini puas beli token di PLN mobile, Krn memang lumayan lebih miring harganya. Tapi tiba2 saya beli keterangan transaksi sudah lunas tp nomor token tidak keluar (transaksi menggunakan mobile banking). Gimana caranya biar uang saya kembali ya? Biar saya tdk kecewa &tdk ragu memakai aplikasi PLN Mobile..","['puas', 'beli', 'token', 'pln', 'mobile', 'lumayan', 'miring', 'harganya', 'beli', 'keterangan', 'transaksi', 'lunas', 'nomor', 'token', 'transaksi', 'mobile', 'banking', 'biar', 'uang', 'ya', 'biar', 'kecewa', 'tdk', 'ragu', 'memakai', 'aplikasi', 'pln', 'mobile']",puas beli token pln mobile lumayan miring harga beli terang transaksi lunas nomor token transaksi mobile banking biar uang ya biar kecewa tdk ragu pakai aplikasi pln mobile
638,Slamet Nanda,4,2022-05-19 16:33:36,Aplikasi sudah bagus dan respon cepat Tapi terkadang di forum pengaduan keluar muat ulang data masih kosong .....,"['aplikasi', 'bagus', 'respon', 'cepat', 'terkadang', 'forum', 'pengaduan', 'muat', 'ulang', 'data', 'kosong']",aplikasi bagus respon cepat terkadang forum adu muat ulang data kosong
639,Jhon Jhoni,1,2022-05-19 15:38:32,Apaan mau permohonan penyabungan baru susah nya minta ampun..pake harus buka situs si ujang lagi...susah banget lgi bikin akun si ujang nya..tolong lah dulu saya daftar penyambungan baru itu gampang..gk ribet..lagian udah lah jangan banyak kerja sama ama yg laen..pln y pln aja!!!,"['permohonan', 'penyambungan', 'sulit', 'nya', 'ampun', 'pake', 'buka', 'situs', 'sih', 'ujang', 'susah', 'banget', 'akun', 'sih', 'ujang', 'nya', 'tolong', 'daftar', 'penyambungan', 'gampang', 'gk', 'ribet', 'kerja', 'laen', 'pln', 'ya', 'pln', 'aja']",mohon sambung sulit nya ampun pake buka situs sih ujang susah banget akun sih ujang nya tolong daftar sambung gampang gk ribet kerja laen pln ya pln aja
640,Arief Rustandy,5,2022-05-19 12:46:00,"Pembayaran, cek tagihan, dan pembelian token lebih mudah. Perbanyak diskon/kupon/potongan langsung saat pembayaran biar lebih menarik sehingga banyak yang menggunakan aplikasi ini.","['pembayaran', 'cek', 'tagihan', 'pembelian', 'token', 'mudah', 'perbanyak', 'diskon', 'kupon', 'potongan', 'langsung', 'pembayaran', 'biar', 'menarik', 'aplikasi']",bayar cek tagih beli token mudah banyak diskon kupon potong langsung bayar biar tarik aplikasi
641,AGUS MAN KORI,5,2022-05-19 12:16:09,"Aplikasi banyak menu, kemaren ada kendala si set lokasi tidak sesuai, semoga kedepanya bisa lebih akurat lagi. tapi kasus sudah terselesaikan terimakasih atas penangananya admin","['aplikasi', 'menu', 'kemarin', 'kendala', 'sih', 'set', 'lokasi', 'sesuai', 'semoga', 'kedepanya', 'akurat', 'terselesaikan', 'terima', 'kasih', 'penanganannya', 'admin']",aplikasi menu kemarin kendala sih set lokasi sesuai moga depa akurat selesai terima kasih tangan admin
642,billy fabiola,1,2022-05-19 11:51:49,"Aplikasi paling lemot 2022, kalau ngak perlu untuk up daya ngak bakalan singgah. Lemotnya luar biasa. Hp ram 8\128 aja seperti nokia jadul dibuatnya.","['aplikasi', 'lambat', 'up', 'daya', 'singgah', 'lemotnya', 'hp', 'ram', 'nokia', 'jaman']",aplikasi lambat up daya singgah lot hp ram nokia jaman
643,Fadli Ramdani,3,2022-05-19 08:28:39,"Parah pemasangan Wifi lama banget , bilangnya estimasi max 10 hari kerja , tapi udah 1 bulan belum dipasangang . Tolong dong tingkatin lagai pelayananya !!!","['parah', 'pemasangan', 'wifi', 'banget', 'bilangnya', 'estimasi', 'maksimal', 'kerja', 'dipasangang', 'tolong', 'tingkatkan', 'pelayananya']",parah pasang wifi banget bilang estimasi maksimal kerja dipasangang tolong tingkat pelayananya
644,Firman Resha,5,2022-05-19 05:24:42,"Untuk aplikasinya bagus sangat membantu dan penanganannya super cepat pokok 👍👍👍👍 Sangat membantu sekali ketika ada gangguan d listrik saya jadi tidak perlu ke kantor PLN lagi cukup dgn aplikasi mobile satu masalah dap at teratasi dgn cepat, dan respon dari pusatnya jg sngat cpt thanks PLN mobile 🙏🙏🙏🤗🤗","['aplikasinya', 'bagus', 'membantu', 'penanganannya', 'super', 'cepat', 'pokok', 'membantu', 'gangguan', 'listrik', 'kantor', 'pln', 'aplikasi', 'mobile', 'dap', 'at', 'teratasi', 'cepat', 'respon', 'pusatnya', 'cepat', 'terima', 'kasih', 'pln', 'mobile']",aplikasi bagus bantu tangan super cepat pokok bantu ganggu listrik kantor pln aplikasi mobile dap at atas cepat respon pusat cepat terima kasih pln mobile
