,nama_user,rating,waktu,ulasan,preprocessing
563,VR,1,2022-05-29 22:13:17,"Saya pengguna iconnet dari awal tahun 2022. Dari awal pakai sampai saat ini, kecewa saya adl ketika jaringan internet nya bermasalah pengaduan sudah saya lakukan melalui telfon atau WA, tetapi sesudahnya perbaikan nya sangat lama. 4 hari yang lalu internet saya tidak bisa digunakan karena ada lampu merah di modem dan sudah lebih 10x saya komplain tapi masih belum diperbaiki juga, pdhl tetangga saya yg juga pakai iconnet tidak ada masalah. Sangat kecewa dalam quick respon dari perbaikannya.","saya pengguna iconnet dari awal tahun 2022. dari awal pakai sampai saat ini, kecewa saya adl ketika jaringan internet nya bermasalah pengaduan sudah saya lakukan melalui telfon atau wa, tetapi sesudahnya perbaikan nya sangat lama. 4 hari yang lalu internet saya tidak bisa digunakan karena ada lampu merah di modem dan sudah lebih 10x saya komplain tapi masih belum diperbaiki juga, pdhl tetangga saya yg juga pakai iconnet tidak ada masalah. sangat kecewa dalam quick respon dari perbaikannya."
564,vivin maulidia,1,2022-05-29 17:00:33,"error atau apa? transaksi pengisian token tidak tertera. ga bs cek pemakaian juga. yg tertera malah token hampir habis, padalah baru di isi. masih bagus aplikasi yang lama. setelah diperbaharui, semakin tidak jelas.","error atau apa? transaksi pengisian token tidak tertera. ga bs cek pemakaian juga. yg tertera malah token hampir habis, padalah baru di isi. masih bagus aplikasi yang lama. setelah diperbaharui, semakin tidak jelas."
565,Mohammad Nasib,1,2022-05-29 14:15:01,"Aplikasinya jelek Berkali-kali laporan pakek aplikasi ini gak bisa-bisa, giliran pertengahan keluar sendiri aplikasinya... Operator PLN pusat nyuruh pakek aplikasi, aplikasinya jelek gini.. sampek ganti kartu paketan tetep gak bisa diGUunakan ini PADAHAL jaringan 4G FULL","aplikasinya jelek berkali-kali laporan pakek aplikasi ini gak bisa-bisa, giliran pertengahan keluar sendiri aplikasinya... operator pln pusat nyuruh pakek aplikasi, aplikasinya jelek gini.. sampek ganti kartu paketan tetep gak bisa diguunakan ini padahal jaringan 4g full"
566,Yuniw Herples,5,2022-05-29 13:59:09,Saya sudah punya akun kenapa gak bisa masuk.. Malahbalik lagi kemenu masukan data n bla bla bla.. Tks sekarang udah bisa masuk.. Penangananaplikasinya cepat,saya sudah punya akun kenapa gak bisa masuk.. malahbalik lagi kemenu masukan data n bla bla bla.. tks sekarang udah bisa masuk.. penangananaplikasinya cepat
567,Emi Rahayu,5,2022-05-29 13:46:21,"Saya mau tanya disini kan untuk pengajuan listrik nya.. dan untuk pembuatan nidi dan slo itu dengan pihak ke tiga melalui si Ujang gatrik Saya itu buat nidi di tarik harga 275 dan pihak TT itu tidak ada survey ke rumah saya. Dan slo nya itu dengan pihak yang sama cuma namanya beda. Di tarik 90 tapi prosesnya lama hampir 10 hari dan pihak TT itu berbelit2, saya Sampek mah lapor polisi atas tuduhan pemerasan dan penipuan. Kenapa sih harus seperti ini, pihak TT nya itu kurang tertib.","saya mau tanya disini kan untuk pengajuan listrik nya.. dan untuk pembuatan nidi dan slo itu dengan pihak ke tiga melalui si ujang gatrik saya itu buat nidi di tarik harga 275 dan pihak tt itu tidak ada survey ke rumah saya. dan slo nya itu dengan pihak yang sama cuma namanya beda. di tarik 90 tapi prosesnya lama hampir 10 hari dan pihak tt itu berbelit2, saya sampek mah lapor polisi atas tuduhan pemerasan dan penipuan. kenapa sih harus seperti ini, pihak tt nya itu kurang tertib."
568,oman abdurohman,4,2022-05-29 13:01:51,"Saya memiliki rumah yang tidak ditinggali, karena jarang kesana kondisi token selalu kehabisan. Jadi setiap kali mau isi token harus laporan pihak PLN, Alhamdulillah respon cepat. Tapi disini saya merasa menjadi penyebab masalah ini. Mungkin banyak jg pelanggan dengan kondisi seperti saya. Saran saya tolong untuk top up saldo PLN tidak perlu input kode di KWH. Jadi jika posisi kami di luar kota pun kami bisa kontrol soal pembayarannya. Terima kasih","saya memiliki rumah yang tidak ditinggali, karena jarang kesana kondisi token selalu kehabisan. jadi setiap kali mau isi token harus laporan pihak pln, alhamdulillah respon cepat. tapi disini saya merasa menjadi penyebab masalah ini. mungkin banyak jg pelanggan dengan kondisi seperti saya. saran saya tolong untuk top up saldo pln tidak perlu input kode di kwh. jadi jika posisi kami di luar kota pun kami bisa kontrol soal pembayarannya. terima kasih"
569,Carolina Hananto,2,2022-05-29 11:21:18,Aplikasinya lemot banget...apalg pas mau belanja di market placenya...sebenrnya paling kecewa dgn CSnya jg...infonya selalu g lengkap...hrs bolakbalik telp br tau aturan main Lebaran Ceria...hrsnya 1x telp diinfokan semuanya...g pernah dikasih tau 1 akun hny bs 1x pengajuan...jd belanja yg g perlu di marketplacenya...g diinfo jg...diminta npwp pelanggan...pdhl sdh ditnya bolakbalik apa saja yg diperlukan...sy komplain disini krn terkait hrs menggunakan aplikasi ini utk dpt promo Lebaran Ceria...,aplikasinya lemot banget...apalg pas mau belanja di market placenya...sebenrnya paling kecewa dgn csnya jg...infonya selalu g lengkap...hrs bolakbalik telp br tau aturan main lebaran ceria...hrsnya 1x telp diinfokan semuanya...g pernah dikasih tau 1 akun hny bs 1x pengajuan...jd belanja yg g perlu di marketplacenya...g diinfo jg...diminta npwp pelanggan...pdhl sdh ditnya bolakbalik apa saja yg diperlukan...sy komplain disini krn terkait hrs menggunakan aplikasi ini utk dpt promo lebaran ceria...
570,sahat rajagukguk123,1,2022-05-28 23:08:11,"Gimana sih lawak banget admin aplikasinya Masa di keterangan pengaduan "" selesai "" padahal hasil nya gak ada, Laporan pengaduan gak di tanggapi, tapi di keterangan udah selesai🤣 Tolonglah kebijakannya Bos, Katanya tunggu aja paling lama 3 jam","gimana sih lawak banget admin aplikasinya masa di keterangan pengaduan "" selesai "" padahal hasil nya gak ada, laporan pengaduan gak di tanggapi, tapi di keterangan udah selesai🤣 tolonglah kebijakannya bos, katanya tunggu aja paling lama 3 jam"
571,Muhammad Rizky,1,2022-05-28 23:06:01,"Dalam hal pelayanan PLN selalu sama saja dari sebelum dan sesudah ada aplikasi ini. Apa yang dikatakan aplikasi tidak sesuai dengan pelayanan dilapangan. Tim Penugasan perbaikan tidak sesuai dengan apa yang dinyatakan didalam aplikasi yang tiba dalam 45 menit itu hanya omongan belaka. Pln hanya mengejar rating, di aplikasi menyala, dilapangan tidak.","dalam hal pelayanan pln selalu sama saja dari sebelum dan sesudah ada aplikasi ini. apa yang dikatakan aplikasi tidak sesuai dengan pelayanan dilapangan. tim penugasan perbaikan tidak sesuai dengan apa yang dinyatakan didalam aplikasi yang tiba dalam 45 menit itu hanya omongan belaka. pln hanya mengejar rating, di aplikasi menyala, dilapangan tidak."
572,Arizkia,1,2022-05-28 18:03:33,"Hai PLN tolong donk ditingkatkan pelayanan kepada pelanggan...khususnya untuk PLN KOTA PROBOLINGGO sungguh lelet sekali,.saya sudah komplain ke pln mobile, layanan 123 dis jatim maupun pln pusat tapi sungguh sangat mengecewakan.perumahan saya di kec kanigaran dalam waktu 2tahun terakhir frekuensi pemadaman seminggu bisa 2 hingga 4x padam padahal ditahun sebelum sebelumnya setahun ga pernah terjadi seperti ini...entah apa kendalanya dari petugas lapangan pun ga pernah menjelaskan ke kami","hai pln tolong donk ditingkatkan pelayanan kepada pelanggan...khususnya untuk pln kota probolinggo sungguh lelet sekali,.saya sudah komplain ke pln mobile, layanan 123 dis jatim maupun pln pusat tapi sungguh sangat mengecewakan.perumahan saya di kec kanigaran dalam waktu 2tahun terakhir frekuensi pemadaman seminggu bisa 2 hingga 4x padam padahal ditahun sebelum sebelumnya setahun ga pernah terjadi seperti ini...entah apa kendalanya dari petugas lapangan pun ga pernah menjelaskan ke kami"
573,agung abr,5,2022-05-28 17:53:32,"Aplikasinya bagus.. Saran saja pd menu pengaduan, mungkin bisa ditambahkan tombol / pilihan utk menyatakan gangguan sudah bisa terselesaikan sendiri.. Ada kalanya kami sudah lapor terjadi gangguan namun bisa jadi ada tetangga atau kerabat yang tiba2 datang membantu permasalah tsb dan bisa selesai.. Atau barangkali sj sdh ada menu tsb namun saya belum mengetahuinya Salam. Hebat..","aplikasinya bagus.. saran saja pd menu pengaduan, mungkin bisa ditambahkan tombol / pilihan utk menyatakan gangguan sudah bisa terselesaikan sendiri.. ada kalanya kami sudah lapor terjadi gangguan namun bisa jadi ada tetangga atau kerabat yang tiba2 datang membantu permasalah tsb dan bisa selesai.. atau barangkali sj sdh ada menu tsb namun saya belum mengetahuinya salam. hebat.."
574,deded setiawan,5,2022-05-28 16:24:07,"Aplikasi PLN Mobile harus terus di upgrade, terkait menu pengaduan itu harusnya ada estimasi kapan pekerjaan selesai dan apa saja kendala petugas di lapangan, jadi kita sbgai costomer tidak hanya menunggu dan bertanya2, dan petugas lapangan pun terkadang ada memberikan konfirmasi, dan kadang tidak, sprti kpan pengerjaan selesai bisa cepat tapi sering lelet, sprti sekarang sudah 24 jam listrik belum juga nyala, dan kepastian kpan listrik nyala pun tidak ada dari aplikasi maupun petugas terkait...","aplikasi pln mobile harus terus di upgrade, terkait menu pengaduan itu harusnya ada estimasi kapan pekerjaan selesai dan apa saja kendala petugas di lapangan, jadi kita sbgai costomer tidak hanya menunggu dan bertanya2, dan petugas lapangan pun terkadang ada memberikan konfirmasi, dan kadang tidak, sprti kpan pengerjaan selesai bisa cepat tapi sering lelet, sprti sekarang sudah 24 jam listrik belum juga nyala, dan kepastian kpan listrik nyala pun tidak ada dari aplikasi maupun petugas terkait..."
575,NX Studio,4,2022-05-28 15:07:34,"Riwayat Pembelian Token Tidak cepat Update, padahal pembelian di tgl 28mei ada, tapi ke baca terakhir tgl 21mei, padahal baru di isi 500rb Token, pemberitahuan di aplikasi Token anda mau habis, tolong di perbaiki, ingat hak konsumen...","riwayat pembelian token tidak cepat update, padahal pembelian di tgl 28mei ada, tapi ke baca terakhir tgl 21mei, padahal baru di isi 500rb token, pemberitahuan di aplikasi token anda mau habis, tolong di perbaiki, ingat hak konsumen..."
576,Komang darmaja,2,2022-05-28 11:37:59,"Notifikasi token tak tepat, krn stok token masih banyak dipemberitahuan kok dibilang habis, dan habis ngisi token, tetep notifikasinya tak berubah, dibilang segera habis ,mhn perbaikan sistem aplukasinya","notifikasi token tak tepat, krn stok token masih banyak dipemberitahuan kok dibilang habis, dan habis ngisi token, tetep notifikasinya tak berubah, dibilang segera habis ,mhn perbaikan sistem aplukasinya"
577,Chautilya Dirangga,1,2022-05-28 10:13:29,"Pelayanan contact centrenya sgt buruk terutama via whatsapp, sy sudah komplain berkali2 lewat whatsapl, lewat ig, lewat email, keluhan ttep sama, jaringan iconnet sangat lelet, kbtulan sy pakai yg 10mbps, sy speedtest hanya sampai 0.2mbps downloadnya, upload emg 9mbps, berkali2 sy email sy ingin petugasnya dtg krumah untuk mengcek, semoga lewat sni bisa diperhatikan keluhan sy, email dan whatsapp sudah tdk mempan, sy kasi bintang 1, buruk playanan","pelayanan contact centrenya sgt buruk terutama via whatsapp, sy sudah komplain berkali2 lewat whatsapl, lewat ig, lewat email, keluhan ttep sama, jaringan iconnet sangat lelet, kbtulan sy pakai yg 10mbps, sy speedtest hanya sampai 0.2mbps downloadnya, upload emg 9mbps, berkali2 sy email sy ingin petugasnya dtg krumah untuk mengcek, semoga lewat sni bisa diperhatikan keluhan sy, email dan whatsapp sudah tdk mempan, sy kasi bintang 1, buruk playanan"
578,Tenti Uli Sigalingging,5,2022-05-28 02:00:36,"Awal nya agak bingung mengunakan nya, tapi dicoba trus jd bisa. Semoga cepat di respon bila ada gangguan listrik.","awal nya agak bingung mengunakan nya, tapi dicoba trus jd bisa. semoga cepat di respon bila ada gangguan listrik."
579,Xie Rico,1,2022-05-27 22:05:02,Token rusak . Asal mau isi token kena hubungi pln. Padahal token masih ada sisa . Waktu input no gagal trs. Tertetara tulisan periksa tapi dibilang gak apa2. Waktu isi ribetnya minta ampun kena hubungin pln tolong ditukar,token rusak . asal mau isi token kena hubungi pln. padahal token masih ada sisa . waktu input no gagal trs. tertetara tulisan periksa tapi dibilang gak apa2. waktu isi ribetnya minta ampun kena hubungin pln tolong ditukar
580,Si guming,1,2022-05-27 19:25:16,Aplikasinya sangat mempermudah tapi petugasnya gak becus apa iya kita udah korbanin pulsa buat nelpon untuk pengaduan setelah selesai pengaduan saya cek status pengaduannya udah selesai padahal belum di selesaikan sama sekali Mana meternya udah mau mati,aplikasinya sangat mempermudah tapi petugasnya gak becus apa iya kita udah korbanin pulsa buat nelpon untuk pengaduan setelah selesai pengaduan saya cek status pengaduannya udah selesai padahal belum di selesaikan sama sekali mana meternya udah mau mati
581,Nia Novita Sari,3,2022-05-27 19:20:00,"Pengalaman hari ini, sudah bayar token via bank BUMN hingga stgh jam lebih berlalu belum juga keluar nomor tokennya, krn battery HP sudah mau habis jadilah beli token listrik LAGI melalui MARKETPLACE dan langsung dpt nomor tokenny, sungguh membingungkan.. Padahal ini langsung beli di app official, dan sy sebenernya lebih PRO utk mengKAYAkan BUMN, tp kok ""begini""","pengalaman hari ini, sudah bayar token via bank bumn hingga stgh jam lebih berlalu belum juga keluar nomor tokennya, krn battery hp sudah mau habis jadilah beli token listrik lagi melalui marketplace dan langsung dpt nomor tokenny, sungguh membingungkan.. padahal ini langsung beli di app official, dan sy sebenernya lebih pro utk mengkayakan bumn, tp kok ""begini"""
582,Siti Hasmah,5,2022-05-27 14:37:36,"komplain masalah responnya cepat ditanggapi, yg perlu diingat kalau mau komplain apapun via app mobile pln harus di tanggal 24-27, selain ditanggal tersebut komplain pun percuma. Terimakasih pln.","komplain masalah responnya cepat ditanggapi, yg perlu diingat kalau mau komplain apapun via app mobile pln harus di tanggal 24-27, selain ditanggal tersebut komplain pun percuma. terimakasih pln."
583,Koo To',1,2022-05-27 08:14:09,"Kalo buat pengaduan ini aplikasi kurang worth it, tidak ada kepastian petugas akan datang masa nunggu udah 3jam lebih gada respon dari petugas ataupun aplikasinya, kecewa sih, tolong kalo pengaduan yg diprioritasin soalnya keadaan kelistrikan dirumah sudah mati tapi ga ada kepastian petugas yg datang, apalagi kalo pengaduan kode periksa di tengah malam itu bikin ngerepotin sekali jadi menghambat kebutuhan","kalo buat pengaduan ini aplikasi kurang worth it, tidak ada kepastian petugas akan datang masa nunggu udah 3jam lebih gada respon dari petugas ataupun aplikasinya, kecewa sih, tolong kalo pengaduan yg diprioritasin soalnya keadaan kelistrikan dirumah sudah mati tapi ga ada kepastian petugas yg datang, apalagi kalo pengaduan kode periksa di tengah malam itu bikin ngerepotin sekali jadi menghambat kebutuhan"
584,beta septyawan,5,2022-05-27 07:01:10,sangat membantu sekali.. fast respon.. mudah untuk mengecek tagihan listrik.. mudah untuk pengaduan gangguan.. petugas selalu ready dalam keadaan bagaimanapun.. tingkatkan terus kualitas pelayanan terbaik untuk kenyamanan masyarakat..,sangat membantu sekali.. fast respon.. mudah untuk mengecek tagihan listrik.. mudah untuk pengaduan gangguan.. petugas selalu ready dalam keadaan bagaimanapun.. tingkatkan terus kualitas pelayanan terbaik untuk kenyamanan masyarakat..
585,fegri yanto,1,2022-05-26 21:24:27,"Saya update aplikasi, tp setelah update susah login, terlalu banyak pertanyaan, pada lah seharusnya dengan masukan nomor HP aja sudah bisa login lagi, Ini banyak lagi pertanyaan dan data yg harus dilengkapi, mana ingat saya data nama dan email nya lagi, kan aplikasi sudah nempel di HP, harusnya cukup masukin nomor HP aja sudah bisa log in","saya update aplikasi, tp setelah update susah login, terlalu banyak pertanyaan, pada lah seharusnya dengan masukan nomor hp aja sudah bisa login lagi, ini banyak lagi pertanyaan dan data yg harus dilengkapi, mana ingat saya data nama dan email nya lagi, kan aplikasi sudah nempel di hp, harusnya cukup masukin nomor hp aja sudah bisa log in"
586,Umi Latifah,5,2022-05-26 19:52:48,"Aplikasi yang sangat bermanfaat, pelayanan bagus, respon pengaduan cepat dan terselesaikan dengan memuaskan. Terimakasih🙏","aplikasi yang sangat bermanfaat, pelayanan bagus, respon pengaduan cepat dan terselesaikan dengan memuaskan. terimakasih🙏"
587,rocky d h saputra,4,2022-05-26 19:38:37,"Sudah cukup bagus, tetapi di menu live chat dengan CS tidak keluar keyboard, tetapi tulisan CS keluar. Jadi tidak bisa menulis pesan sampe batas waktu habis. Sudah berkali-kali dicoba tetap sama berhari-hari. Aplikasi sudah terupdate dan akun verified.","sudah cukup bagus, tetapi di menu live chat dengan cs tidak keluar keyboard, tetapi tulisan cs keluar. jadi tidak bisa menulis pesan sampe batas waktu habis. sudah berkali-kali dicoba tetap sama berhari-hari. aplikasi sudah terupdate dan akun verified."
